year,analysis,outcome_name,outcome_definition,conclusion,a,b,c,d,n,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,ic,ic025,ic975,ebgm,eb05,eb95,chi_square_yates,expected_a,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm
2020,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,44,247,30212,321526,352029,1.8957992400263508,1.3753420515728658,2.613207932073526,1.7603519322560437,1.3405406788636505,2.311633637275677,0.8027021606841457,0.3447428314950236,1.1971987858513753,1.710869580928841,1.328799264167564,2.1749744746513358,14.965881489555288,25.0107121856438,False,True,True,False
2021,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,70,378,11986,357533,369967,5.523929151911799,4.277657692217256,7.13329477738661,4.8170652219255805,3.8816469631864905,5.977905144994536,2.223185809924033,1.865254036779665,2.541137746894324,4.519605540033473,3.70101684544428,5.475061877109409,213.6775897669251,14.598837193587537,True,True,True,True
2021,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,28,209,12028,357676,369941,3.9838972222708415,2.6842594634359296,5.912780524316911,3.631369280399181,2.5633851368516147,5.144308071795692,1.7931219640843297,1.2091743443387155,2.27768422197201,3.2671717816055867,2.3781472017315632,4.400586090437251,52.37730566421943,7.723588355981088,True,True,True,True
2021,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,94,354,27227,342292,369967,3.338270688845548,2.6583292536339,4.192126004245549,2.847651392525277,2.3784012704284527,3.4094828968411828,1.4925611844738451,1.1860282138835854,1.769293277132106,2.772614469486064,2.3341565789818413,3.273727205009552,119.27319652441231,33.08351285384913,True,True,True,True
2021,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,43,194,27278,342426,369941,2.782408768668985,1.999148059046809,3.872548869470597,2.459018148193178,1.8759121449297664,3.2233760357523544,1.272778135236182,0.8091592552708378,1.671467499216217,2.3510219871964515,1.820603082524312,2.996757500289022,38.57104557764377,17.5029991268878,True,True,True,False
2022,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,100,434,11469,379405,391408,7.622330361186014,6.128063620891089,9.4809590319837,6.382193589428334,5.343584985763555,7.622671880668104,2.6256996775991683,2.328941701532902,2.894440112488452,5.987995938779876,5.067858088245545,7.035376010897895,458.18015209466273,15.783647753750564,True,True,True,True
2022,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,30,225,11547,379057,390859,4.376975260529431,2.9890412709117324,6.409383710330314,3.979684053408321,2.8422196158249684,5.572365019497431,1.921221558619847,1.358663706016701,2.3909613103001752,3.5661844956778,2.6241864121352414,4.7574871830039065,65.76243356481547,7.55294108617174,True,True,True,True
2022,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,125,409,25743,365131,391408,4.3348717675477,3.5465675833925783,5.298394235901436,3.554236990500017,3.047322111080152,4.145475970100473,1.8099843874758224,1.5458702120388037,2.051672706532017,3.4580859271480056,2.9792448510529947,3.995779762709987,241.7811119800731,35.291848914687485,True,True,True,True
2022,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,37,218,25836,364768,390859,2.3962751640197664,1.690783017038817,3.396139305772392,2.1936783755149376,1.6281060560484495,2.955719498324041,1.1094805485061905,0.6070010084423488,1.536576605727662,2.0974030582621723,1.5917368124235685,2.722375652494267,24.43813798164033,16.879782734950457,True,True,True,False
2023,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,31,341,10895,347119,358386,2.8963995160415537,2.004299514345089,4.185567125314062,2.7383662230380907,1.9538759680911704,3.837832950472117,1.41155533695986,0.8588708727785729,1.874390289377493,2.552565102009193,1.8878021523526392,3.3901203697406515,33.41856139038721,11.341045688168622,True,True,True,False
2023,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,14,206,10910,347040,358170,2.161800432488231,1.2576771367476391,3.7158830142938712,2.087867677693525,1.257236379793991,3.467280703626828,1.0080044734330331,0.1542616284211783,1.6648491035149846,1.8810746062502777,1.1992823306426468,2.8387559649506744,7.091820171699646,6.709886366809057,True,True,True,False
2023,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,51,321,24484,333530,358386,2.1643010808508167,1.610200262132497,2.909078627504639,2.004679158476108,1.5530943121192176,2.587568892030037,0.987892505531978,0.5645880053186111,1.3563997486324864,1.9458491222684595,1.5390436137505537,2.4332915927058805,26.44215528726226,25.467010430094927,True,True,True,False
2023,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,30,190,24496,333454,358170,2.149356285881261,1.4621214984983697,3.159609135356982,1.992625883261089,1.428579652102366,2.779374538058674,0.9705324040374992,0.4079745514343533,1.4402721557178275,1.898658859004349,1.3971332064053623,2.532915836956215,14.858150826724229,15.064689951698917,False,True,True,False
2024,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,94,390,11259,361054,372797,7.72921856247196,6.1658168969587,9.689035627368108,6.422304213562116,5.351617453579099,7.707201004053996,2.632496063332197,2.325963092741938,2.9092281559904585,6.004019816069009,5.054551402024725,7.089165561097624,434.6389284955048,14.73952848333007,True,True,True,True
2024,sensitivity_ps_only,strict_fall,Narrow fall definition,no_clear_signal,11,231,11342,361266,372850,1.5167644910194724,0.8281355801272602,2.778016760086589,1.493275195973133,0.8380415717520967,2.6608116901010046,0.5474335992419995,-0.4291040543592994,1.2746675416535662,1.3745977399268068,0.8273923959579887,2.175663847829304,1.373296475605296,7.3687166420812655,False,False,False,False
2024,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,137,347,25190,347123,372797,5.440593964257808,4.462495625431838,6.633073770476597,4.183648978507147,3.628777574979368,4.823365007557237,2.042294300324493,1.7904892659764229,2.273634006492469,4.05822473939187,3.5199438065209545,4.659547504487733,350.7793154100098,32.88188477911571,True,True,True,True
2024,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,32,210,25295,347313,372850,2.092266681727049,1.4420759610599685,3.035609763751604,1.947834723812729,1.4102072122833054,2.690427391267942,0.9401246248074449,0.3968254138838343,1.396358919225166,1.8637546544389951,1.385012648681865,2.4647873433295877,14.81487446145841,16.438605337267,False,True,True,False
2025,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,105,412,11875,346797,359189,7.442756259580991,6.002604940905819,9.228430204032843,6.134266110149649,5.166654454898289,7.283092190238466,2.5718839903715693,2.282604955151699,2.834476302086338,5.782916920232684,4.914225699863267,6.768672405765856,457.4348856509084,17.243456787373777,True,True,True,True
2025,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,30,278,11950,347045,359303,3.133966466993769,2.149422535426398,4.569481176623557,2.926112590338532,2.0818284163883365,4.112795667469901,1.501866233349978,0.9393083807468324,1.9716059850303065,2.7065559971071367,1.991626479196437,3.610695263221997,37.2852440390529,10.269438329209608,True,True,True,False
2025,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,144,373,25585,333087,359189,5.026039784328221,4.145064828993983,6.094253517328217,3.904667001072392,3.397148929654456,4.488005885221661,1.9448329743930877,1.6994687196878742,2.1707249219212885,3.799326734998832,3.3070622273821217,4.347753516799027,330.17439101119487,37.03313019051252,True,True,True,True
2025,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,50,258,25679,333316,359303,2.5155233471321994,1.857736301334839,3.4062195508697486,2.269496829740609,1.760491870322804,2.9256686423995,1.162817528121608,0.7350294808462605,1.5347181600033344,2.1904224235155807,1.728398950190648,2.745013098863539,36.816762341507086,22.055290381655595,True,True,True,False
